filename,cluster,title
2405.03164v1.txt,3,"The Role of Predictive Uncertainty and Diversity in Embodied AI and   Robot Learning"
2405.05145v1.txt,0,"Conformal Semantic Image Segmentation: Post-hoc Quantification of   Predictive Uncertainty"
2405.05285v1.txt,6,"Generative AI as a metacognitive agent: A comparative mixed-method study   with human participants on ICF-mimicking exam performance"
2405.09536v2.txt,4,"Wasserstein Gradient Boosting: A Framework for Distribution-Valued   Supervised Learning"
2405.11372v1.txt,7,"ReModels: Quantile Regression Averaging models"
2405.12614v2.txt,7,"Efficient modeling of sub-kilometer surface wind with Gaussian processes   and neural networks"
2405.12856v5.txt,2,"LLM Processes: Numerical Predictive Distributions Conditioned on Natural   Language"
2405.13535v5.txt,1,"Addressing the Inconsistency in Bayesian Deep Learning via Generalized   Laplace Approximation"
2405.15727v1.txt,7,"Anomalous Change Point Detection Using Probabilistic Predictive Coding"
2405.20513v2.txt,3,"Deep Modeling of Non-Gaussian Aleatoric Uncertainty"
2405.20974v3.txt,2,"SaySelf: Teaching LLMs to Express Confidence with Self-Reflective   Rationales"
2405.20986v2.txt,0,"Predictive Uncertainty Quantification for Bird's Eye View Segmentation:   A Benchmark and Novel Loss Function"
2406.02354v1.txt,4,"Label-wise Aleatoric and Epistemic Uncertainty Quantification"
2406.02456v1.txt,4,"Offline Bayesian Aleatoric and Epistemic Uncertainty Quantification and   Posterior Value Optimisation in Finite-State MDPs"
2406.03369v2.txt,1,"Posterior and variational inference for deep neural networks with   heavy-tailed weights"
2406.04043v3.txt,5,"Energy-based Epistemic Uncertainty for Graph Neural Networks"
2406.04068v2.txt,0,"Reassessing How to Compare and Improve the Calibration of Machine   Learning Models"
2406.05072v2.txt,1,"Linearization Turns Neural Operators into Function-Valued Gaussian   Processes"
2406.05516v3.txt,2,"Verbalized Probabilistic Graphical Modeling"
2406.07658v2.txt,7,"Treeffuser: Probabilistic Predictions via Conditional Diffusions with   Gradient-Boosted Trees"
2406.08010v1.txt,6,"A Self-boosted Framework for Calibrated Ranking"
2406.14838v1.txt,3,"Bayesian neural networks for predicting uncertainty in full-field   material response"
2406.18545v1.txt,0,"Visual Analysis of Prediction Uncertainty in Neural Networks for Deep   Image Synthesis"
2406.18580v1.txt,5,"Shedding Light on Large Generative Networks: Estimating Epistemic   Uncertainty in Diffusion Models"
2407.01985v1.txt,3,"The Epistemic Uncertainty Hole: an issue of Bayesian Neural Networks"
2407.02062v2.txt,2,"Are Data Augmentation Methods in Named Entity Recognition Applicable for   Uncertainty Estimation?"
2407.03004v2.txt,2,"SemioLLM: Evaluating Large Language Models for Diagnostic Reasoning from   Unstructured Clinical Narratives in Epilepsy"
2407.05593v5.txt,7,"Unmasking Trees for Tabular Data"
2407.07668v3.txt,6,"How to Leverage Predictive Uncertainty Estimates for Reducing   Catastrophic Forgetting in Online Continual Learning"
2407.07930v2.txt,6,"Token-Mol 1.0: Tokenized drug design with large language model"
2407.11078v1.txt,6,"Overcoming Catastrophic Forgetting in Federated Class-Incremental   Learning via Federated Global Twin Generator"
2407.11735v1.txt,4,"ProSub: Probabilistic Open-Set Semi-Supervised Learning with   Subspace-Based Out-of-Distribution Detection"
2407.12211v1.txt,3,"On the Calibration of Epistemic Uncertainty: Principles, Paradoxes and   Conflictual Loss"
2407.14400v1.txt,7,"On the Impact of PRB Load Uncertainty Forecasting for Sustainable Open   RAN"
2407.15900v4.txt,7,"Improving probabilistic forecasts of extreme wind speeds by training   statistical post-processing models with weighted scoring rules"
2407.17033v1.txt,1,"Sparse Inducing Points in Deep Gaussian Processes: Enhancing Modeling   with Denoising Diffusion Variational Inference"
2407.17377v1.txt,4,"Entropy Reweighted Conformal Classification"
2408.01382v2.txt,4,"Explaining a probabilistic prediction on the simplex with Shapley   compositions"
2408.03421v1.txt,4,"Probabilistic Scores of Classifiers, Calibration is not Enough"
2408.08432v1.txt,0,"Predictive uncertainty estimation in deep learning for lung carcinoma   classification in digital pathology under real dataset shifts"
2408.08998v3.txt,4,"A Confidence Interval for the $\ell_2$ Expected Calibration Error"
2408.13089v2.txt,4,"On the good reliability of an interval-based metric to validate   prediction uncertainty for machine learning regression tasks"
2408.15715v1.txt,7,"Autoregressive model path dependence near Ising criticality"
2409.02628v2.txt,0,"(Implicit) Ensembles of Ensembles: Epistemic Uncertainty Collapse in   Large Models"
2409.03953v2.txt,3,"Epistemic Uncertainty and Observation Noise with the Neural Tangent   Kernel"
2409.04159v1.txt,5,"CUQ-GNN: Committee-based Graph Uncertainty Quantification using   Posterior Networks"
2409.04313v1.txt,4,"Enhancing Uncertainty Quantification in Drug Discovery with Censored   Regression Labels"
2409.05790v2.txt,3,"Predicting Critical Heat Flux with Uncertainty Quantification and Domain   Generalization Using Conditional Variational Autoencoders and Deep Neural   Networks"
2409.05975v4.txt,7,"CoDiCast: Conditional Diffusion Model for Global Weather Prediction with   Uncertainty Quantification"
2409.06840v1.txt,3,"Uncertainty Quantification in Seismic Inversion Through Integrated   Importance Sampling and Ensemble Methods"
2409.06846v1.txt,7,"Stratospheric aerosol source inversion: Noise, variability, and   uncertainty quantification"
2409.14084v2.txt,6,"One-shot World Models Using a Transformer Trained on a Synthetic Prior"
2409.16340v1.txt,0,"Future-Proofing Medical Imaging with Privacy-Preserving Federated   Learning and Uncertainty Quantification: A Review"
2409.18628v1.txt,0,"Towards Integrating Epistemic Uncertainty Estimation into the   Radiotherapy Workflow"
2410.01687v2.txt,3,"Uncertainty Quantification with Bayesian Higher Order ReLU KANs"
2410.01767v2.txt,4,"Utility-Directed Conformal Prediction: A Decision-Aware Framework for   Actionable Uncertainty Quantification"
2410.01847v2.txt,1,"Bayes-CATSI: A variational Bayesian deep learning framework for medical   time series data imputation"
2410.02681v4.txt,2,"Understanding and Mitigating Miscalibration in Prompt Tuning for   Vision-Language Models"
2410.03390v1.txt,3,"Lightning UQ Box: A Comprehensive Framework for Uncertainty   Quantification in Deep Learning"
2410.05479v1.txt,4,"Ensured: Explanations for Decreasing the Epistemic Uncertainty in   Predictions"
2410.05753v1.txt,1,"Pathwise Gradient Variance Reduction with Control Variates in   Variational Inference"
2410.05757v2.txt,1,"Temperature Optimization for Bayesian Deep Learning"
2410.06431v4.txt,2,"Functional-level Uncertainty Quantification for Calibrated Fine-tuning   on LLMs"
2410.10414v2.txt,2,"On Calibration of LLM-based Guard Models for Reliable Content Moderation"
2410.10786v2.txt,4,"On Information-Theoretic Measures of Predictive Uncertainty"
2410.10857v2.txt,2,"Mirror-Consistency: Harnessing Inconsistency in Majority Voting"
2410.11141v1.txt,2,"Can Structured Data Reduce Epistemic Uncertainty?"
2410.11225v2.txt,4,"Statistical Inference in Tensor Completion: Optimal Uncertainty   Quantification and Statistical-to-Computational Gaps"
2410.11594v1.txt,2,"Black-box Uncertainty Quantification Method for LLM-as-a-Judge"
2410.12921v2.txt,4,"Credal Two-Sample Tests of Epistemic Uncertainty"
2410.13246v2.txt,2,"Atomic Calibration of LLMs in Long-Form Generations"
2410.14483v1.txt,4,"Spectral Representations for Accurate Causal Uncertainty Quantification   with Gaussian Processes"
2410.15241v1.txt,5,"Conditional Uncertainty Quantification for Tensorized Topological Neural   Networks"
2410.15310v1.txt,3,"On Cold Posteriors of Probabilistic Neural Networks: Understanding the   Cold Posterior Effect and A New Way to Learn Cold Posteriors with Tight   Generalization Guarantees"
2410.16901v1.txt,1,"Bayes without Underfitting: Fully Correlated Deep Learning Posteriors   via Alternating Projections"
2410.17748v2.txt,4,"Can Uncertainty Quantification Improve Learned Index Benefit Estimation?"
2410.17851v2.txt,3,"The Probabilistic Tsetlin Machine: A Novel Approach to Uncertainty   Quantification"
2410.20432v1.txt,0,"Integrating uncertainty quantification into randomized smoothing based   robustness guarantees"
2410.22685v1.txt,2,"Improving Uncertainty Quantification in Large Language Models via   Semantic Embeddings"
2410.23178v2.txt,3,"Uncertainty quantification for fast reconstruction methods using   augmented equivariant bootstrap: Application to radio interferometry"
2410.23272v1.txt,0,"A Monte Carlo Framework for Calibrated Uncertainty Estimation in   Sequence Prediction"
2410.23482v1.txt,5,"Multi-fidelity Machine Learning for Uncertainty Quantification and   Optimization"
2411.00259v1.txt,1,"Enhancing Diversity in Bayesian Deep Learning via Hyperspherical Energy   Minimization of CKA"
2411.00826v2.txt,0,"Uncertainty Quantification via Hölder Divergence for Multi-View   Representation Learning"
2411.02988v2.txt,0,"Confidence Calibration of Classifiers with Many Classes"
2411.03334v3.txt,3,"Neural Network Prediction of Strong Lensing Systems with Domain   Adaptation and Uncertainty Quantification"
2411.03387v2.txt,4,"Quantifying Aleatoric Uncertainty of the Treatment Effect: A Novel   Orthogonal Learner"
2411.06651v2.txt,3,"Machine learning-enabled velocity model building with uncertainty   quantification"
2411.07463v4.txt,0,"MSEG-VCUQ: Multimodal SEGmentation with Enhanced Vision Foundation   Models, Convolutional Neural Networks, and Uncertainty Quantification for   High-Speed Video Phase Detection Data"
2411.07515v1.txt,1,"Bayesian Deep Learning Approach for Real-time Lane-based Arrival Curve   Reconstruction at Intersection using License Plate Recognition Data"
2411.07853v2.txt,4,"Evidential time-to-event prediction with calibrated uncertainty   quantification"
2411.08587v1.txt,3,"DeepUQ: Assessing the Aleatoric Uncertainties from two Deep Learning   Methods"
2411.09635v4.txt,4,"Counterfactual Uncertainty Quantification of Factual Estimand of   Efficacy from Before-and-After Treatment Repeated Measures Randomized   Controlled Trials"
2411.12127v4.txt,4,"Fine-Grained Uncertainty Quantification via Collisions"
2411.12193v2.txt,7,"Hierarchical Spatio-Temporal Uncertainty Quantification for Distributed   Energy Adoption"
2411.12555v1.txt,4,"Multivariate and Online Transfer Learning with Uncertainty   Quantification"
2411.13343v1.txt,2,"Fact-Level Confidence Calibration and Self-Correction"
2411.15230v1.txt,6,"A No Free Lunch Theorem for Human-AI Collaboration"
2411.16246v1.txt,4,"Efficient pooling of predictions via kernel embeddings"
2411.16370v6.txt,0,"A Review of Bayesian Uncertainty Quantification in Deep Probabilistic   Image Segmentation"
2411.17571v2.txt,0,"Uncertainty quantification for White Matter Hyperintensity segmentation   detects silent failures and improves automated Fazekas quantification"
2411.17767v1.txt,0,"Exploring Aleatoric Uncertainty in Object Detection via Vision   Foundation Models"
2411.18425v4.txt,1,"Streamlining Prediction in Bayesian Deep Learning"
2411.18864v1.txt,4,"Redesigning the ensemble Kalman filter with a dedicated model of   epistemic uncertainty"
2412.00205v1.txt,0,"Diffusion Model Guided Sampling with Pixel-Wise Aleatoric Uncertainty   Estimation"
2412.03391v1.txt,0,"Risk-aware Classification via Uncertainty Quantification"
2412.04606v2.txt,2,"Semantic Consistency-Based Uncertainty Quantification for Factuality in   Radiology Report Generation"
2412.05251v1.txt,0,"Uncertainty Quantification for Transformer Models for Dark-Pattern   Detection"
2412.05475v2.txt,7,"AI-powered Digital Twin of the Ocean: Reliable Uncertainty   Quantification for Real-time Wave Height Prediction with Deep Ensemble"
2412.05563v2.txt,2,"A Survey on Uncertainty Quantification of Large Language Models:   Taxonomy, Open Research Challenges, and Future Directions"
2412.06451v1.txt,0,"How Certain are Uncertainty Estimates? Three Novel Earth Observation   Datasets for Benchmarking Uncertainty Quantification in Machine Learning"
2412.06833v1.txt,2,"Detecting Fake News on Social Media: A Novel Reliability Aware   Machine-Crowd Hybrid Intelligence-Based Method"
2412.07026v1.txt,3,"GenAI4UQ: A Software for Inverse Uncertainty Quantification Using   Conditional Generative Models"
2412.07075v1.txt,4,"Conformal Uncertainty Quantification of Electricity Price Predictions   for Risk-Averse Storage Arbitrage"
2412.07520v1.txt,4,"Quantifying the Prediction Uncertainty of Machine Learning Models for   Individual Data"
2412.08225v1.txt,4,"Improving Active Learning with a Bayesian Representation of Epistemic   Uncertainty"
2412.08776v1.txt,3,"Bayesian optimized deep ensemble for uncertainty quantification of deep   neural networks: a system safety case study on sodium fast reactor thermal   stratification modeling"
2412.09369v1.txt,3,"Distribution free uncertainty quantification in neuroscience-inspired   deep operators"
2412.10570v1.txt,3,"Adaptive Sampling to Reduce Epistemic Uncertainty Using Prediction   Interval-Generation Neural Networks"
2412.10658v3.txt,4,"Combining Priors with Experience: Confidence Calibration Based on   Binomial Process Modeling"
2412.10882v1.txt,3,"Integrating Generative and Physics-Based Models for Ptychographic   Imaging with Uncertainty Quantification"
2412.11158v1.txt,4,"Early Concept Drift Detection via Prediction Uncertainty"
2412.11350v1.txt,1,"Deep Random Features for Scalable Interpolation of Spatiotemporal Data"
2412.11646v3.txt,1,"Information-Geometric Barycenters for Bayesian Federated Learning"
2412.12597v1.txt,3,"Distribution-Free Uncertainty Quantification in Mechanical Ventilation   Treatment: A Conformal Deep Q-Learning Framework"
2412.13157v1.txt,6,"Learning Visuotactile Estimation and Control for Non-prehensile   Manipulation under Occlusions"
2412.13365v1.txt,4,"Quantitative Predictive Monitoring and Control for Safe Human-Machine   Interaction"
2412.14223v2.txt,5,"Towards Precise Prediction Uncertainty in GNNs: Refining GNNs with   Topology-grouping Strategy"
2412.15301v1.txt,4,"Parametric $ρ$-Norm Scaling Calibration"
2412.16409v1.txt,6,"Uncertainty Quantification in Continual Open-World Learning"
2412.16462v1.txt,3,"Condensed Stein Variational Gradient Descent for Uncertainty   Quantification of Neural Networks"
2412.18024v2.txt,0,"Multimodal Learning with Uncertainty Quantification based on Discounted   Belief Fusion"
2412.18980v1.txt,3,"Evaluating deep learning models for fault diagnosis of a rotating   machinery with epistemic and aleatoric uncertainty"
2412.19511v3.txt,4,"Uncertainty quantification for improving radiomic-based models in   radiation pneumonitis prediction"
2412.20892v3.txt,4,"Rethinking Aleatoric and Epistemic Uncertainty"
2501.01276v1.txt,4,"Marketing Mix Modeling in Lemonade"
2501.03282v1.txt,4,"From Aleatoric to Epistemic: Exploring Uncertainty Quantification   Techniques in Artificial Intelligence"
2501.03406v1.txt,3,"Low-Order Flow Reconstruction and Uncertainty Quantification in   Disturbed Aerodynamics Using Sparse Pressure Measurements"
2501.04234v1.txt,6,"Statistical Uncertainty Quantification for Aggregate Performance Metrics   in Machine Learning Benchmarks"
2501.04816v1.txt,3,"Probabilistic Skip Connections for Deterministic Uncertainty   Quantification in Deep Neural Networks"
2501.05656v1.txt,3,"Evidential Deep Learning for Uncertainty Quantification and   Out-of-Distribution Detection in Jet Identification using Deep Neural   Networks"
2501.08188v1.txt,0,"A Critical Synthesis of Uncertainty Quantification and Foundation Models   in Monocular Depth Estimation"
2501.12314v2.txt,3,"Uncertainty Quantification With Noise Injection in Neural Networks: A   Bayesian Perspective"
2501.12868v1.txt,6,"As Confidence Aligns: Exploring the Effect of AI Confidence on Human   Self-confidence in Human-AI Decision Making"
2501.13748v1.txt,1,"Exact Soft Analytical Side-Channel Attacks using Tractable Circuits"
2501.14291v2.txt,1,"Advances in Temporal Point Processes: Bayesian, Neural, and LLM   Approaches"
2501.15057v1.txt,3,"Predictive Modeling and Uncertainty Quantification of Fatigue Life in   Metal Alloys using Machine Learning"
2501.18268v1.txt,4,"Reducing Aleatoric and Epistemic Uncertainty through Multi-modal Data   Acquisition"
2501.19060v3.txt,6,"Contrast-Aware Calibration for Fine-Tuned CLIP: Leveraging Image-Text   Alignment"
2501.19195v2.txt,6,"Rethinking Early Stopping: Refine, Then Calibrate"
2502.00300v2.txt,7,"Uncertainty Quantification of Wind Gust Predictions in the Northeast   United States: An Evidential Neural Network and Explainable Artificial   Intelligence Approach"
2502.00550v1.txt,3,"Muti-Fidelity Prediction and Uncertainty Quantification with Laplace   Neural Operators for Parametric Partial Differential Equations"
2502.02537v1.txt,0,"Uncertainty Quantification for Collaborative Object Detection Under   Adversarial Attacks"
2502.02561v1.txt,4,"Decision Theoretic Foundations for Conformal Prediction: Optimal   Uncertainty Quantification for Risk-Averse Agents"
2502.02870v1.txt,3,"Uncertainty Quantification with the Empirical Neural Tangent Kernel"
2502.03982v1.txt,4,"Temporal Distribution Shift in Real-World Pharmaceutical Data:   Implications for Uncertainty Quantification in QSAR Models"
2502.04163v1.txt,7,"Multi-task Online Learning for Probabilistic Load Forecasting"
2502.04406v2.txt,3,"Calibrated Physics-Informed Uncertainty Quantification"
2502.06011v1.txt,4,"Uncertainty Quantification and Causal Considerations for Off-Policy   Decision Making"
2502.06067v2.txt,4,"Smooth Sailing: Lipschitz-Driven Uncertainty Quantification for Spatial   Association"
2502.06173v2.txt,2,"Uncertainty-Aware Adaptation of Large Language Models for   Protein-Protein Interaction Analysis"
2502.06351v2.txt,2,"Calibrating LLMs with Information-Theoretic Evidential Deep Learning"
2502.06905v3.txt,0,"Lightweight Dataset Pruning without Full Training via Example Difficulty   and Prediction Uncertainty"
2502.06995v2.txt,4,"Epistemic Uncertainty in Conformal Scores: A Unified Approach"
2502.09137v2.txt,3,"Trust Me, I Know the Way: Predictive Uncertainty in the Presence of   Shortcut Learning"
2502.10280v1.txt,3,"Probabilistic Super-Resolution for High-Fidelity Physical System   Simulations with Uncertainty Quantification"
2502.11465v1.txt,4,"All Models Are Miscalibrated, But Some Less So: Comparing Calibration   with Conditional Mean Operators"
2502.11877v1.txt,2,"JoLT: Joint Probabilistic Predictions on Tabular Data Using LLMs"
2502.12122v2.txt,2,"Minimal Ranks, Maximum Confidence: Parameter-efficient Uncertainty   Quantification for LoRA"
2502.12902v2.txt,3,"Probabilistic neural operators for functional uncertainty quantification"
2502.13105v2.txt,1,"Enhanced uncertainty quantification variational autoencoders for the   solution of Bayesian inverse problems"
2502.13822v2.txt,1,"Uncertainty quantification for Markov chain induced martingales with   application to temporal difference learning"
2502.16299v2.txt,4,"A calibration test for evaluating set-based epistemic uncertainty   representations"
2502.16387v1.txt,6,"Simultaneous Swap Regret Minimization via KL-Calibration"
2502.16820v2.txt,2,"Uncertainty Quantification of Large Language Models through   Multi-Dimensional Responses"
2502.17007v1.txt,4,"All You Need for Counterfactual Explainability Is Principled and   Reliable Estimate of Aleatoric and Epistemic Uncertainty"
2502.17214v2.txt,2,"CoT-UQ: Improving Response-wise Uncertainty Quantification in LLMs with   Chain-of-Thought"
2502.17397v1.txt,3,"Robust Confinement State Classification with Uncertainty Quantification   through Ensembled Data-Driven Methods"
2502.17492v1.txt,3,"Rapid Parameter Inference with Uncertainty Quantification for a   Radiological Plume Source Identification Problem"
2502.17773v3.txt,2,"Uncertainty Quantification for LLM-Based Survey Simulations"
2502.19357v1.txt,3,"Physics-Based Hybrid Machine Learning for Critical Heat Flux Prediction   with Uncertainty Quantification"
2502.19676v4.txt,4,"FOReCAst: The Future Outcome Reasoning and Confidence Assessment   Benchmark"
2502.19691v2.txt,6,"Rethinking Epistemic and Aleatoric Uncertainty for Active Open-Set   Annotation: An Energy-Based Approach"
2502.20606v3.txt,6,"Map Space Belief Prediction for Manipulation-Enhanced Mapping"
2502.20966v1.txt,3,"Post-Hoc Uncertainty Quantification in Pre-Trained Neural Networks via   Activation-Level Gaussian Processes"
2503.00136v1.txt,0,"Conformal Risk Control for Semantic Uncertainty Quantification in   Computed Tomography"
2503.01195v1.txt,3,"PostHoc FREE Calibrating on Kolmogorov Arnold Networks"
2503.02119v1.txt,6,"An Efficient Plugin Method for Metric Optimization of Black-Box Models"
2503.02623v3.txt,2,"Rewarding Doubt: A Reinforcement Learning Approach to Calibrated   Confidence Expression of Large Language Models"
2503.02863v2.txt,2,"SteerConf: Steering LLMs for Confidence Elicitation"
2503.03178v1.txt,3,"Active operator learning with predictive uncertainty quantification for   partial differential equations"
2503.04933v1.txt,7,"Learning-based GNSS Uncertainty Quantification using Continuous-Time   Factor Graph Optimization"
2503.05938v1.txt,3,"Uncertainty Quantification From Scaling Laws in Deep Neural Networks"
2503.07736v1.txt,5,"Uncertainty quantification and posterior sampling for network   reconstruction"
2503.08408v1.txt,3,"Uncertainty Quantification for Multi-fidelity Simulations"
2503.10088v1.txt,5,"Enhanced Route Planning with Calibrated Uncertainty Set"
2503.10628v1.txt,6,"Uncertainty in Action: Confidence Elicitation in Embodied Agents"
2503.10873v2.txt,7,"Mamba time series forecasting with uncertainty quantification"
2503.11808v2.txt,1,"Understanding the Trade-offs in Accuracy and Uncertainty Quantification:   Architecture and Inference Choices in Bayesian Neural Networks"
2503.12747v3.txt,4,"""Over-optimizing"" for Normality: Budget-constrained Uncertainty   Quantification for Contextual Decision-making"
2503.13317v1.txt,4,"Do you understand epistemic uncertainty? Think again! Rigorous   frequentist epistemic uncertainty estimation in regression"
2503.13999v2.txt,0,"BI-RADS prediction of mammographic masses using uncertainty information   extracted from a Bayesian Deep Learning model"
2503.14053v1.txt,7,"ON-Traffic: An Operator Learning Framework for Online Traffic Flow   Estimation and Uncertainty Quantification from Lagrangian Sensors"
2503.14106v1.txt,0,"Reliable uncertainty quantification for 2D/3D anatomical landmark   localization using multi-output conformal prediction"
2503.14663v1.txt,4,"Sepsyn-OLCP: An Online Learning-based Framework for Early Sepsis   Prediction with Uncertainty Quantification using Conformal Prediction"
2503.16708v1.txt,6,"NeuroSep-CP-LCB: A Deep Learning-based Contextual Multi-armed Bandit   Algorithm with Uncertainty Quantification for Early Sepsis Prediction"
2503.17385v1.txt,3,"Uncertainty Quantification for Data-Driven Machine Learning Models in   Nuclear Engineering Applications: Where We Are and What Do We Need?"
2503.18235v1.txt,0,"Enhance GNNs with Reliable Confidence Estimation via Adversarial   Calibration Learning"
2503.18958v1.txt,1,"Advancing Deep Learning through Probability Engineering: A Pragmatic   Paradigm for Modern AI"
2503.22163v1.txt,6,"T-CIL: Temperature Scaling using Adversarial Perturbation for   Calibration in Class-Incremental Learning"
2503.23819v1.txt,0,"Conformal uncertainty quantification to evaluate predictive fairness of   foundation AI model for skin lesion classes across patient demographics"
2503.24016v1.txt,1,"Bayesian Predictive Coding"
2504.00120v1.txt,7,"EMForecaster: A Deep Learning Framework for Time Series Forecasting in   Wireless Networks with Distribution-Free Uncertainty Quantification"
2504.02606v1.txt,4,"Improving Counterfactual Truthfulness for Molecular Property Prediction   through Uncertainty Quantification"
2504.02902v1.txt,2,"Beyond Accuracy: The Role of Calibration in Self-Improving Large   Language Models"
2504.02919v1.txt,3,"ConfEviSurrogate: A Conformalized Evidential Surrogate Model for   Uncertainty Quantification"
2504.03350v2.txt,7,"Partially stochastic deep learning with uncertainty quantification for   model predictive heating control"
2504.03710v1.txt,1,"Geometric Flow Models over Neural Network Weights"
2504.04482v2.txt,0,"Statistical Management of the False Discovery Rate in Medical Instance   Segmentation Based on Conformal Risk Control"
2504.04997v1.txt,7,"SurvSurf: a partially monotonic neural network for first-hitting time   prediction of intermittently observed discrete and continuous sequential   events"
2504.05278v1.txt,4,"The challenge of uncertainty quantification of large language models in   medicine"
2504.07017v1.txt,3,"Adapting GT2-FLS for Uncertainty Quantification: A Blueprint Calibration   Strategy"
2504.07322v1.txt,1,"Bregman-Hausdorff divergence: strengthening the connections between   computational geometry and machine learning"
2504.07696v2.txt,3,"Conformalized Generative Bayesian Imaging: An Uncertainty Quantification   Framework for Computational Imaging"
2504.10753v1.txt,1,"Epistemic Uncertainty-aware Recommendation Systems via Bayesian Deep   Ensemble Learning"
2504.12627v1.txt,5,"Uncertainty Quantification in Graph Neural Networks with Shallow   Ensembles"
2504.13478v1.txt,0,"Safety Monitoring for Learning-Enabled Cyber-Physical Systems in   Out-of-Distribution Scenarios"
2504.13677v2.txt,2,"Revisiting Uncertainty Quantification Evaluation in Language Models:   Spurious Interactions with Response Length Bias Results"
2504.14848v1.txt,2,"Object-Level Verbalized Confidence Calibration in Vision-Language Models   via Semantic Perturbation"
2504.14854v2.txt,3,"Uncertainty quantification of neural network models of evolving   processes via Langevin sampling"
2504.15240v1.txt,4,"Conformalized-KANs: Uncertainty Quantification with Coverage Guarantees   for Kolmogorov-Arnold Networks (KANs) in Scientific Machine Learning"
2504.15924v1.txt,4,"Achieving Distributive Justice in Federated Learning via Uncertainty   Quantification"
2504.17819v1.txt,3,"A Deep Bayesian Convolutional Spiking Neural Network-based CAD system   with Uncertainty Quantification for Medical Images Classification"
2504.18433v2.txt,4,"An Axiomatic Assessment of Entropy- and Variance-based Uncertainty   Quantification in Regression"
2504.19254v3.txt,2,"Uncertainty Quantification for Language Models: A Suite of Black-Box,   White-Box, LLM Judge, and Ensemble Scorers"
2504.19464v1.txt,4,"Model uncertainty quantification using feature confidence sets for   outcome excursions"
2505.01595v1.txt,2,"Always Tell Me The Odds: Fine-grained Conditional Probability Estimation"
